concept id	representation id	en	kanji	kana
FMA46585	BP8893	left oblique arytenoid	left oblique arytenoid	left oblique arytenoid
FMA46588	BP7802	thyro-arytenoid	甲状披裂筋	こうじょうひれつきん
FMA46589	BP7867	right thyro-arytenoid	right thyro-arytenoid	right thyro-arytenoid
FMA46590	BP7801	left thyro-arytenoid	left thyro-arytenoid	left thyro-arytenoid
FMA46591	BP8174	vocalis	声帯筋	せいたいきん
FMA46592	BP8173	right vocalis	right vocalis	right vocalis
FMA46593	BP9223	left vocalis	left vocalis	left vocalis
FMA46601	BP8572	zone of oblique arytenoid	zone of oblique arytenoid	zone of oblique arytenoid
FMA46602	BP8571	aryepiglotticus	披裂喉頭蓋部;披裂喉頭蓋筋	ひれつこうとうがいぶ;ひれつこうとうがいきん
FMA46604	BP8570	right aryepiglotticus	right aryepiglotticus	right aryepiglotticus
FMA46605	BP9219	left aryepiglotticus	left aryepiglotticus	left aryepiglotticus
FMA46608	BP8057	zone of cricothyroid	zone of cricothyroid	zone of cricothyroid
FMA46609	BP8056	straight part of cricothyroid	輪状甲状筋の直部	りんじょうこうじょうきんのちょくぶ
FMA46610	BP8176	oblique part of cricothyroid	輪状甲状筋の斜部	りんじょうこうじょうきんのしゃぶ
FMA46611	BP8055	straight part of right cricothyroid	straight part of right cricothyroid	straight part of right cricothyroid
FMA46612	BP8529	straight part of left cricothyroid	straight part of left cricothyroid	straight part of left cricothyroid
FMA46613	BP9077	oblique part of right cricothyroid	oblique part of right cricothyroid	oblique part of right cricothyroid
FMA46614	BP8175	oblique part of left cricothyroid	oblique part of left cricothyroid	oblique part of left cricothyroid
FMA46619	BP7918	muscle of pharynx	muscle of pharynx	muscle of pharynx
FMA46620	BP7917	constrictor muscle of pharynx	constrictor muscle of pharynx	constrictor muscle of pharynx
FMA46621	BP8636	superior pharyngeal constrictor	上咽頭収縮筋	じょういんとうしゅうしゅくきん
FMA46622	BP7916	middle pharyngeal constrictor	中咽頭収縮筋	ちゅういんとうしゅうしゅくきん
FMA46623	BP8064	inferior pharyngeal constrictor	下咽頭収縮筋	かいんとうしゅうしゅくきん
FMA46631	BP8635	right superior pharyngeal constrictor	right superior pharyngeal constrictor	right superior pharyngeal constrictor
FMA46632	BP8791	left superior pharyngeal constrictor	left superior pharyngeal constrictor	left superior pharyngeal constrictor
FMA46633	BP7915	right middle pharyngeal constrictor	right middle pharyngeal constrictor	right middle pharyngeal constrictor
FMA46634	BP8725	left middle pharyngeal constrictor	left middle pharyngeal constrictor	left middle pharyngeal constrictor
FMA46635	BP8063	right inferior pharyngeal constrictor	right inferior pharyngeal constrictor	right inferior pharyngeal constrictor
FMA46636	BP9205	left inferior pharyngeal constrictor	left inferior pharyngeal constrictor	left inferior pharyngeal constrictor
FMA46664	BP9123	stylopharyngeus	茎突咽頭筋	けいとついんとうきん
FMA46665	BP8984	salpingopharyngeus	耳管咽頭筋	じかんいんとうきん
FMA46666	BP8608	palatopharyngeus	口蓋咽頭筋	こうがいいんとうきん
FMA46667	BP9164	right stylopharyngeus	right stylopharyngeus	right stylopharyngeus
FMA46668	BP9122	left stylopharyngeus	left stylopharyngeus	left stylopharyngeus
FMA46669	BP8983	right salpingopharyngeus	right salpingopharyngeus	right salpingopharyngeus
FMA46670	BP9270	left salpingopharyngeus	left salpingopharyngeus	left salpingopharyngeus
FMA46671	BP8607	right palatopharyngeus	right palatopharyngeus	right palatopharyngeus
FMA46672	BP8733	left palatopharyngeus	left palatopharyngeus	left palatopharyngeus
FMA46689	BP8079	muscle of tongue	muscle of tongue	muscle of tongue
FMA46690	BP8441	genioglossus	オトガイ舌筋	おとがいぜつきん
FMA46691	BP8077	hyoglossus	舌骨舌筋	ぜつこつぜつきん
FMA46698	BP8513	right genioglossus	right genioglossus	right genioglossus
FMA46699	BP8078	extrinsic muscle of tongue	extrinsic muscle of tongue	extrinsic muscle of tongue
FMA46702	BP8440	left genioglossus	left genioglossus	left genioglossus
FMA46703	BP8076	right hyoglossus	right hyoglossus	right hyoglossus
FMA46704	BP9231	left hyoglossus	left hyoglossus	left hyoglossus
FMA46726	BP8367	muscle of palate	muscle of palate	muscle of palate
FMA46727	BP8366	levator veli palatini	口蓋帆挙筋	こうがいはんきょきん
FMA46728	BP9032	right levator veli palatini	right levator veli palatini	right levator veli palatini
FMA46729	BP8365	left levator veli palatini	left levator veli palatini	left levator veli palatini
FMA46730	BP8502	tensor veli palatini	口蓋帆張筋	こうがいはんちょうきん
FMA46731	BP8501	right tensor veli palatini	right tensor veli palatini	right tensor veli palatini
FMA46732	BP9103	left tensor veli palatini	left tensor veli palatini	left tensor veli palatini
FMA46733	BP9142	uvular muscle	口蓋垂筋	こうがいすいきん
FMA46751	BP4926	muscle of face	muscle of face	muscle of face
FMA49033	BP4927	extra-ocular muscle	extra-ocular muscle	extra-ocular muscle
FMA49035	BP4928	superior rectus	上直筋	じょうちょくきん
FMA49036	BP4943	inferior rectus	下直筋	かちょくきん
FMA49037	BP4934	medial rectus	内側直筋	ないそくちょくきん
FMA49038	BP4940	lateral rectus	外側直筋	がいそくちょくきん
FMA49039	BP4931	superior oblique	上斜筋	じょうしゃきん
FMA49040	BP4946	inferior oblique	下斜筋	かしゃきん
FMA49041	BP4937	levator palpebrae superioris	上眼瞼挙筋	じょうがんけんきょきん
FMA49044	BP4929	right superior rectus	right superior rectus	right superior rectus
FMA49045	BP4930	left superior rectus	left superior rectus	left superior rectus
FMA49046	BP4944	right inferior rectus	right inferior rectus	right inferior rectus
FMA49047	BP4945	left inferior rectus	left inferior rectus	left inferior rectus
FMA49048	BP4938	right levator palpebrae superioris	right levator palpebrae superioris	right levator palpebrae superioris
FMA49049	BP4939	left levator palpebrae superioris	left levator palpebrae superioris	left levator palpebrae superioris
FMA49050	BP4947	right inferior oblique	right inferior oblique	right inferior oblique
FMA49051	BP4948	left inferior oblique	left inferior oblique	left inferior oblique
FMA49052	BP4932	right superior oblique	right superior oblique	right superior oblique
FMA49053	BP4933	left superior oblique	left superior oblique	left superior oblique
FMA49054	BP4941	right lateral rectus	right lateral rectus	right lateral rectus
FMA49055	BP4942	left lateral rectus	left lateral rectus	left lateral rectus
FMA49056	BP4936	right medial rectus	right medial rectus	right medial rectus
FMA49057	BP4935	left medial rectus	left medial rectus	left medial rectus
FMA49065	BP5094	trochlea of superior oblique	上斜筋の滑車	じょうしゃきんのかっしゃ
FMA49067	BP5095	trochlea of right superior oblique	trochlea of right superior oblique	trochlea of right superior oblique
FMA49068	BP5096	trochlea of left superior oblique	trochlea of left superior oblique	trochlea of left superior oblique
FMA49071	BP6539	common tendinous ring	外眼筋の総腱輪	がいがんきんのそうけんりん
FMA49072	BP6540	right common tendinous ring	right common tendinous ring	right common tendinous ring
FMA49073	BP6541	left common tendinous ring	left common tendinous ring	left common tendinous ring
FMA49143	BP6506	check ligament of lateral rectus	外側直筋制動靱帯;外側直筋腱膜	がいそくちょくきんせいどうじんたい;がいそくちょくきんけんまく
FMA49144	BP6507	check ligament of right lateral rectus	check ligament of right lateral rectus	check ligament of right lateral rectus
FMA49145	BP6508	check ligament of left lateral rectus	check ligament of left lateral rectus	check ligament of left lateral rectus
FMA49146	BP6498	check ligament of medial rectus	check ligament of medial rectus	check ligament of medial rectus
FMA49147	BP6499	check ligament of right medial rectus	check ligament of right medial rectus	check ligament of right medial rectus
FMA49148	BP6500	check ligament of left medial rectus	check ligament of left medial rectus	check ligament of left medial rectus
FMA49443	BP8826	anatomical cluster	anatomical cluster	anatomical cluster
FMA49868	BP9114	ophthalmic artery	眼動脈	がんどうみゃく
FMA49869	BP7629	right ophthalmic artery	right ophthalmic artery	right ophthalmic artery
FMA49870	BP9113	left ophthalmic artery	left ophthalmic artery	left ophthalmic artery
FMA49893	BP7765	coronary artery	coronary artery	coronary artery
FMA49907	BP8336	pulmonary venous tree organ	pulmonary venous tree organ	pulmonary venous tree organ
FMA49908	BP8557	superior pulmonary vein	superior pulmonary vein	superior pulmonary vein
FMA49910	BP8335	inferior pulmonary vein	inferior pulmonary vein	inferior pulmonary vein
FMA49911	BP8784	right inferior pulmonary vein	右下肺静脈	うかはいじょうみゃく
FMA49913	BP8334	left inferior pulmonary vein	左下肺静脈;下左肺静脈	さかはいじょうみゃく;かさはいじょうみゃく
FMA49914	BP8580	right superior pulmonary vein	右上肺静脈;上右肺静脈	うじょうはいじょうみゃく;じょうふはいじょうみゃく
FMA49916	BP8556	left superior pulmonary vein	左上肺静脈;上左肺静脈	さじょうはいじょうみゃく;じょうさはいじょうみゃく
FMA49918	BP8223	systemic arterial trunk	systemic arterial trunk	systemic arterial trunk
FMA50028	BP8703	anterior cerebral artery	前大脳動脈	ぜんだいのうどうみゃく
FMA50029	BP8702	right anterior cerebral artery	right anterior cerebral artery	right anterior cerebral artery
FMA50030	BP10236	left anterior cerebral artery	left anterior cerebral artery	left anterior cerebral artery
FMA50031	BP7777	branch of anterior cerebral artery	branch of anterior cerebral artery	branch of anterior cerebral artery
FMA50080	BP8593	zone of middle cerebral artery	zone of middle cerebral artery	zone of middle cerebral artery
FMA50081	BP7947	branch of middle cerebral artery	branch of middle cerebral artery	branch of middle cerebral artery
FMA50084	BP8195	posterior communicating artery	後交通動脈	こうこうつうどうみゃく
FMA50085	BP7634	right posterior communicating artery	right posterior communicating artery	right posterior communicating artery
FMA50086	BP8194	left posterior communicating artery	left posterior communicating artery	left posterior communicating artery
FMA50087	BP8626	anterior choroidal artery	前脈絡叢動脈	ぜんみゃくらくそうどうみゃく
FMA50088	BP7601	right anterior choroidal artery	right anterior choroidal artery	right anterior choroidal artery
FMA50089	BP8625	left anterior choroidal artery	left anterior choroidal artery	left anterior choroidal artery
FMA50112	BP9085	branch of anterior choroidal artery	branch of anterior choroidal artery	branch of anterior choroidal artery
FMA50119	BP9084	branch of anterior choroidal artery to posterior limb of internal capsule	branch of anterior choroidal artery to posterior limb of internal capsule	branch of anterior choroidal artery to posterior limb of internal capsule
FMA50146	BP7611	branch of right anterior choroidal artery to posterior limb of right internal capsule	branch of right anterior choroidal artery to posterior limb of right internal capsule	branch of right anterior choroidal artery to posterior limb of right internal capsule
FMA50147	BP9083	branch of left anterior choroidal artery to posterior limb of left internal capsule	branch of left anterior choroidal artery to posterior limb of left internal capsule	branch of left anterior choroidal artery to posterior limb of left internal capsule
FMA50168	BP9260	branch of posterior communicating artery	branch of posterior communicating artery	branch of posterior communicating artery
FMA50169	BP6365	anterior communicating artery	前交通動脈	ぜんこうつうどうみゃく
FMA50185	BP8371	musculature of subdivision of trunk	musculature of subdivision of trunk	musculature of subdivision of trunk
FMA50200	BP8039	musculature of subdivision of upper limb	musculature of subdivision of upper limb	musculature of subdivision of upper limb
FMA50328	BP9051	medial frontobasal artery	内側前頭底動脈;内側眼窩前頭枝;内側眼窩前頭動脈;前大脳動脈の内側眼窩前頭動脈	ないそくぜんとうていどうみゃく;ないそくがんかえんとうし;ないそくがんかぜんとうどうみゃく;ぜんだいのうどうみゃくのないそくがんかぜんとうどうみゃく
FMA50330	BP8783	callosomarginal artery	脳梁縁動脈;脳梁辺縁動脈	のうりょうえんどうみゃく;のうりょうへんえんどうみゃく
FMA50331	BP7775	branch of callosomarginal artery	branch of callosomarginal artery	branch of callosomarginal artery
FMA50333	BP8758	intermediomedial branch of callosomarginal artery	脳梁縁動脈の中間内側前頭枝	のうりょうえんどうみゃくのちゅうかんないそくぜんとうし
